Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2007091331800,2007-09-10 00:00:00,2007-07-30 00:00:00,ABQ,Albuquerque International Sunport Airport,Northwest Airlines,Passenger Property Loss,Checkpoint,GPS - Global Positioning System,570.78,Denied,0.0,Deny,42.0,570.78
2005061386305,2005-06-03 00:00:00,2005-03-23 00:00:00,PHX,Phoenix Sky Harbor International,American West,Passenger Property Loss,Checked Baggage,Other,60.0,Approved,60.0,Approve in Full,72.0,0.0
2004120568601,2004-10-20 00:00:00,2004-09-19 00:00:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Other,269.0,Denied,0.0,Deny,31.0,269.0
2005060986084,2005-05-31 00:00:00,2005-04-08 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Tran Meridian Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,500.0,Denied,0.0,Deny,53.0,500.0
2005050584124,2005-05-03 00:00:00,2005-03-30 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Other,150.0,Denied,0.0,Deny,34.0,150.0
2005040181033,2005-03-29 00:00:00,2005-02-24 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Other,57.6,Approved,57.6,Approve in Full,33.0,0.0
2005100594007,2005-09-29 00:00:00,2005-08-25 00:00:00,YAK,Yakutat,Alaska Airlines,Property Damage,Checked Baggage,Other,140.0,Settled,70.0,Settle,35.0,70.0
2008031441055,2008-03-10 00:00:00,2008-03-05 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); MP3 Players-(iPods; etc),458.78,Denied,0.0,Deny,5.0,458.78
2006091812648,2006-09-05 00:00:00,2006-08-07 00:00:00,LAX,Los Angeles International Airport,British Airways,Passenger Property Loss,Checked Baggage,Cell Phones,254.8,Denied,0.0,Deny,29.0,254.8
2007090631403,2007-09-05 00:00:00,2007-09-02 00:00:00,LAS,McCarran International,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital; Eyeglasses - (including contact lenses),700.0,Denied,0.0,Deny,3.0,700.0
2007072328855,2007-07-18 00:00:00,2007-06-12 00:00:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),179.35,Denied,0.0,Deny,36.0,179.35
2004050550558,2004-03-11 00:00:00,2004-02-05 00:00:00,SJC,Norman Y Mineta San Jose International,Alaska Airlines,Property Damage,Checked Baggage,Cameras - Digital,509.95,Settled,356.96,Settle,35.0,152.99
2009090163200,2009-08-31 00:00:00,2009-08-04 00:00:00,AUS,Austin-Bergstrom International Airport,USAir,Passenger Property Loss,Checked Baggage,Other,38.0,Denied,0.0,Deny,27.0,38.0
2007081630388,2007-08-15 00:00:00,2007-07-10 00:00:00,ANC,Ted Stevens Anchorage International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),175.0,Denied,0.0,Deny,36.0,175.0
2005062387073,2005-06-10 00:00:00,2005-03-14 00:00:00,SYR,Syracuse-Hancock International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),35.0,Settled,30.0,Settle,88.0,5.0
2006050205639,2006-04-26 00:00:00,2006-02-12 00:00:00,DEN,Denver International Airport,American Airlines,Property Damage,Checked Baggage,Other,70.07,Approved,70.07,Approve in Full,73.0,0.0
2004061055376,2004-05-05 00:00:00,2004-04-23 00:00:00,MCO,Orlando International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Medicines,50.9,Settled,28.17,Settle,12.0,22.729999999999997
2006031603219,2006-03-10 00:00:00,2006-02-26 00:00:00,EWR,Newark International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,449.0,Denied,0.0,Deny,12.0,449.0
2007112635436,2007-11-19 00:00:00,2007-09-30 00:00:00,LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Other,9.19,Denied,0.0,Deny,50.0,9.19
2007022021207,2007-02-16 00:00:00,2006-11-04 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checked Baggage,Other,408.75,Denied,0.0,Deny,104.0,408.75
2007032022565,2007-03-15 00:00:00,2007-01-22 00:00:00,LGB,Long Beach,Jet Blue,Passenger Property Loss,Checked Baggage,Cameras - Digital,229.9,Settled,85.0,Settle,52.0,144.9
2008063046339,2008-06-25 00:00:00,2008-05-15 00:00:00,RIC,Richmond International,American Airlines,Passenger Property Loss,Checkpoint,Other,15.0,Denied,0.0,Deny,41.0,15.0
2008022840283,2008-02-21 00:00:00,2008-02-02 00:00:00,LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cell Phones,500.0,Denied,0.0,Deny,19.0,500.0
2007080229505,2007-07-30 00:00:00,2007-07-22 00:00:00,ONT,Ontario International,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),500.0,Denied,0.0,Deny,8.0,500.0
2006021501570,2006-02-07 00:00:00,2006-01-24 00:00:00,OMA,Eppley Airfield,Northwest Airlines,Property Damage,Checked Baggage,Cameras - Digital,84.0,Approved,84.0,Approve in Full,14.0,0.0
2009010554023,2008-12-24 00:00:00,2008-12-14 00:00:00,PHX,Phoenix Sky Harbor International,Continental Airlines,Property Damage,Checked Baggage,Other,90.0,Approved,90.0,Approve in Full,10.0,0.0
2006011299471,2006-01-09 00:00:00,2006-01-02 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,105.95,Approved,105.95,Approve in Full,7.0,0.0
2006121517230,2006-12-11 00:00:00,2006-12-05 00:00:00,PDX,Portland International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,299.99,Denied,0.0,Deny,6.0,299.99
2005062887669,2005-06-14 00:00:00,2005-05-25 00:00:00,CLT,Charlotte/Douglas International Airport,USAir,Passenger Property Loss,Checked Baggage,Other,450.0,Denied,0.0,Deny,20.0,450.0
2004051251471,2004-03-22 00:00:00,2004-03-09 00:00:00,ONT,Ontario International,Jet Blue,Passenger Property Loss,Checked Baggage,Cell Phones,250.0,Denied,0.0,Deny,13.0,250.0
2007032322775,2007-03-21 00:00:00,2007-03-02 00:00:00,ELP,El Paso International Airport,American Airlines,Property Damage,Checkpoint,Ceramics - Animals; etc.; Other,100.0,Denied,0.0,Deny,19.0,100.0
2005032279348,2005-03-04 00:00:00,2005-01-20 00:00:00,LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,95.0,Denied,0.0,Deny,43.0,95.0
2008052144652,2008-05-19 00:00:00,2008-05-05 00:00:00,ABQ,Albuquerque International Sunport Airport,American Airlines,Passenger Property Loss,Checked Baggage,Game Equipment (poker chips; checker sets; chess etc.); Medicines,65.52,Denied,0.0,Deny,14.0,65.52
2008081848752,2008-08-11 00:00:00,2008-06-03 00:00:00,HYS,Hays Regional,Great Lakes Airline,Passenger Property Loss,Checked Baggage,Cameras - Digital,448.4,Denied,0.0,Deny,69.0,448.4
2004062256858,2004-05-27 00:00:00,2004-04-02 00:00:00,OAK,Metropolitan Oakland International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,79.99,Approved,79.99,Approve in Full,55.0,0.0
2007031322160,2007-03-09 00:00:00,2007-02-28 00:00:00,DFW,Dallas-Fort Worth International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,265.0,Denied,0.0,Deny,9.0,265.0
2007051825655,2007-05-17 00:00:00,2007-05-04 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,USAir,Passenger Property Loss,Checked Baggage,Other,92.84,Settled,46.42,Settle,13.0,46.42
2006111515607,2006-11-09 00:00:00,2006-10-18 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,18.99,Approved,18.99,Approve in Full,22.0,0.0
2005111896221,2005-11-07 00:00:00,2005-10-29 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,30.0,Approved,30.0,Approve in Full,9.0,0.0
2007030521861,2007-03-02 00:00:00,2007-02-04 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checked Baggage,Computer - Laptop,250.94,Approved,250.94,Approve in Full,26.0,0.0
2007050825074,2007-05-04 00:00:00,2007-04-22 00:00:00,DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc); Other,359.94,Denied,0.0,Deny,12.0,359.94
2008092450353,2008-09-22 00:00:00,2008-08-26 00:00:00,SEA,Seattle-Tacoma International,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,64.5,Denied,0.0,Deny,27.0,64.5
2008061145536,2008-06-06 00:00:00,2008-05-16 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checkpoint,Other,117.92,Approved,117.92,Approve in Full,21.0,0.0
2007051725554,2007-05-14 00:00:00,2007-04-27 00:00:00,BOS,Boston (Logan) International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,178.34,Denied,0.0,Deny,17.0,178.34
2006081110841,2006-08-08 00:00:00,2006-06-28 00:00:00,GSP,Greenville-Spartanburg,Delta Air Lines,Passenger Property Loss,Checked Baggage,Medicines,595.0,Denied,0.0,Deny,41.0,595.0
0210024L,2003-02-10 00:00:00,2002-09-12 00:00:00,MDW,Midway International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),182.0,Settled,172.9,Settle,151.0,9.099999999999994
0129011M,2004-01-29 00:00:00,2004-01-06 00:00:00,BOS,Boston (Logan) International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,84.75,Approved,84.75,Approve in Full,23.0,0.0
2008111752304,2008-11-10 00:00:00,2008-10-19 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,63.59,Denied,0.0,Deny,22.0,63.59
2005080590109,2005-07-29 00:00:00,2005-07-14 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Fish/Game,106.99,Approved,106.99,Approve in Full,15.0,0.0
2005010472396,2004-12-14 00:00:00,2004-11-08 00:00:00,LGA,LaGuardia,AirTran Airlines,Passenger Property Loss,Checked Baggage,Other,40.0,Approved,40.0,Approve in Full,36.0,0.0
2005082991741,2005-08-29 00:00:00,2005-08-10 00:00:00,RNO,Reno/Tahoe International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,150.0,Approved,150.0,Approve in Full,19.0,0.0
1009288M,2003-10-09 00:00:00,2003-09-21 00:00:00,SEA,Seattle-Tacoma International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,165.0,Approved,165.0,Approve in Full,18.0,0.0
2006121817357,2006-12-11 00:00:00,2006-11-26 00:00:00,HNL,Honolulu International Airport,American Airlines,Passenger Property Loss,Checkpoint,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),346.1,Denied,0.0,Deny,15.0,346.1
2007051725542,2007-05-16 00:00:00,2007-05-15 00:00:00,TPA,Tampa International,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,114.85,Settled,57.43,Settle,1.0,57.419999999999995
2006072109881,2006-07-19 00:00:00,2006-05-06 00:00:00,PHL,Philadelphia International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Other,140.0,Denied,0.0,Deny,74.0,140.0
2005060986081,2005-06-01 00:00:00,2005-05-15 00:00:00,GEG,Spokane International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,60.0,Approved,60.0,Approve in Full,17.0,0.0
2004122270315,2004-11-15 00:00:00,2004-10-21 00:00:00,MIA,Miami International Airport,British Airways,Passenger Property Loss,Checked Baggage,Cameras - Digital,1313.96,Settled,821.52,Settle,25.0,492.44000000000005
2008120153010,2008-11-25 00:00:00,2008-11-11 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,70.0,Denied,0.0,Deny,14.0,70.0
0710036M,2003-07-10 00:00:00,2003-06-02 00:00:00,ABQ,Albuquerque International Sunport Airport,UAL,Property Damage,Checked Baggage,Other,67.29,Settled,31.5,Settle,38.0,35.790000000000006
2008101051057,2008-10-06 00:00:00,2008-09-24 00:00:00,MDT,Harrisburg International,Northwest Airlines,Property Damage,Checked Baggage,Other,175.0,Approved,175.0,Approve in Full,12.0,0.0
2005061486380,2005-06-06 00:00:00,2005-02-25 00:00:00,PIT,Pittsburgh International Airport,Northwest Airlines,Property Damage,Checked Baggage,Cameras - Digital,275.0,Settled,170.4,Settle,101.0,104.6
2009091163554,2009-09-10 00:00:00,2009-08-18 00:00:00,SEA,Seattle-Tacoma International,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),140.0,Approved,140.0,Approve in Full,23.0,0.0
2006052406879,2006-05-22 00:00:00,2006-04-26 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),87.0,Denied,0.0,Deny,26.0,87.0
2008042243139,2008-04-17 00:00:00,2008-03-24 00:00:00,GUM,Guam,Continental Airlines,Passenger Property Loss,Checkpoint,MP3 Players-(iPods; etc),548.99,Approved,548.99,Approve in Full,24.0,0.0
0130166M,2004-01-30 00:00:00,2004-01-06 00:00:00,ORF,Norfolk International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,50.0,Settled,25.0,Settle,24.0,25.0
2004092363755,2004-08-31 00:00:00,2004-07-10 00:00:00,OGG,Kahului-Maui; HI,Hawaiian Airlines,Property Damage,Checked Baggage,Cameras - Digital,155.1,Denied,0.0,Deny,52.0,155.1
0212111M,2004-02-12 00:00:00,2003-08-21 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checkpoint,Cameras - Digital,170.0,Denied,0.0,Deny,175.0,170.0
2008102351503,2008-10-21 00:00:00,2008-08-30 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),260.0,Denied,0.0,Deny,52.0,260.0
2007101133284,2007-10-05 00:00:00,2007-08-27 00:00:00,LAX,Los Angeles International Airport,EVA airlines,Passenger Property Loss,Checked Baggage,Other,57.95,Denied,0.0,Deny,39.0,57.95
2005083091800,2005-08-24 00:00:00,2005-08-05 00:00:00,BNA,Nashville International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,20.0,Approved,20.0,Approve in Full,19.0,0.0
2007080929979,2007-08-07 00:00:00,2007-07-28 00:00:00,SJC,Norman Y Mineta San Jose International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Locks; Other,110.0,Denied,0.0,Deny,10.0,110.0
2005083091812,2005-08-24 00:00:00,2005-08-13 00:00:00,JAN,Jackson International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,615.78,Denied,0.0,Deny,11.0,615.78
2004121369018,2004-10-26 00:00:00,2004-09-30 00:00:00,PIT,Pittsburgh International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,144.97,Approved,144.97,Approve in Full,26.0,0.0
2004051752610,2004-04-06 00:00:00,2004-03-29 00:00:00,SNA,John Wayne,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,74.09,Approved,74.69,Approve in Full,8.0,-0.5999999999999943
2008082549102,2008-08-21 00:00:00,2008-08-07 00:00:00,HNL,Honolulu International Airport,OMNI Air Express- (OY),Passenger Property Loss,Checked Baggage,Locks,15.95,Denied,0.0,Deny,14.0,15.95
2004100564581,2004-08-31 00:00:00,2004-08-03 00:00:00,LAX,Los Angeles International Airport,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Computer - Laptop; Other; Other,1549.98,Settled,728.06,Settle,28.0,821.9200000000001
2006062608536,2006-06-23 00:00:00,2003-06-07 00:00:00,COS,Colorado Springs Municipal,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),25.0,Denied,0.0,Deny,1112.0,25.0
2005100393731,2005-09-26 00:00:00,2005-07-20 00:00:00,TPA,Tampa International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,32.09,Denied,0.0,Deny,68.0,32.09
2007071628436,2007-07-12 00:00:00,2006-11-17 00:00:00,AUS,Austin-Bergstrom International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Medicines; Other,153.0,Denied,0.0,Deny,237.0,153.0
2004111366950,2004-10-05 00:00:00,2004-08-14 00:00:00,MSP,Minneapolis/ St.Paul International Airport,UAL,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,16.98,Approved,16.98,Approve in Full,52.0,0.0
2008121953552,2008-12-12 00:00:00,2008-12-03 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),125.0,Denied,0.0,Deny,9.0,125.0
2008060945437,2008-06-04 00:00:00,2008-05-23 00:00:00,MFR,Rogue Valley International,UAL,Property Damage,Checkpoint,Jewelry - Costume,110.0,Approved,110.0,Approve in Full,12.0,0.0
2007110634556,2007-11-05 00:00:00,2007-09-12 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Passenger Property Loss,Checkpoint,Other,160.45,Approved,160.45,Approve in Full,54.0,0.0
2008042843436,2008-04-22 00:00:00,2008-04-14 00:00:00,MSY,New Orleans International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,130.68,Denied,0.0,Deny,8.0,130.68
2006021301408,2006-02-07 00:00:00,2006-01-16 00:00:00,LAS,McCarran International,OMNI Air Express- (OY),Passenger Property Loss,Checked Baggage,Cameras - Digital,470.79,Denied,0.0,Deny,22.0,470.79
2004112767859,2004-10-08 00:00:00,2004-09-11 00:00:00,PHX,Phoenix Sky Harbor International,America West,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),120.0,Approved,120.0,Approve in Full,27.0,0.0
0328050L,2003-03-28 00:00:00,2003-03-17 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),75.0,Denied,75.0,Deny,11.0,0.0
2008041042348,2008-04-03 00:00:00,2008-03-19 00:00:00,JAX,Jacksonville International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,195.0,Denied,0.0,Deny,15.0,195.0
2005091992730,2005-09-09 00:00:00,2005-08-13 00:00:00,BOS,Boston (Logan) International Airport,USAir,Property Damage,Checked Baggage,Other,300.0,Denied,0.0,Deny,27.0,300.0
2009072161504,2009-07-10 00:00:00,2009-06-05 00:00:00,PIT,Pittsburgh International Airport,UAL,Property Damage,Checked Baggage,Computer - Laptop; Dishes; Pottery; Glassware; Plasticware; Electrical and Gas Appliances Minor - $200 or less (humidifiers; tv's; etc),380.98,Denied,0.0,Deny,35.0,380.98
